B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,GEO_ID,NAME
627,8,64,7,12,9,16,4,7,13,52,47,82,176,50,24,56,1500000US060670082111,"Block Group 1, Census Tract 82.11, Sacramento County, California"
342,14,0,0,0,12,0,8,9,0,47,16,85,6,28,9,108,1500000US060670082112,"Block Group 2, Census Tract 82.11, Sacramento County, California"
577,20,0,17,0,0,0,0,0,26,27,12,38,73,63,62,239,1500000US060670084021,"Block Group 1, Census Tract 84.02, Sacramento County, California"
530,22,49,12,0,23,0,20,11,94,46,0,117,35,18,83,0,1500000US060670084022,"Block Group 2, Census Tract 84.02, Sacramento County, California"
936,20,0,0,13,0,0,0,30,54,32,93,143,167,185,144,55,1500000US060670084023,"Block Group 3, Census Tract 84.02, Sacramento County, California"
889,69,0,23,20,0,82,0,103,85,98,119,73,86,14,101,16,1500000US060670084031,"Block Group 1, Census Tract 84.03, Sacramento County, California"
775,0,47,33,15,0,47,46,34,0,53,3,35,75,53,57,277,1500000US060670084032,"Block Group 2, Census Tract 84.03, Sacramento County, California"
669,105,107,27,0,3,0,0,12,0,0,32,55,19,151,53,105,1500000US060670084033,"Block Group 3, Census Tract 84.03, Sacramento County, California"
254,0,34,22,40,0,36,15,9,8,0,14,20,8,0,36,12,1500000US060670084041,"Block Group 1, Census Tract 84.04, Sacramento County, California"
665,45,11,40,0,0,56,0,0,29,38,8,85,47,26,180,100,1500000US060670084042,"Block Group 2, Census Tract 84.04, Sacramento County, California"
877,34,38,65,83,9,5,59,74,13,71,133,133,67,39,21,33,1500000US060670084043,"Block Group 3, Census Tract 84.04, Sacramento County, California"
872,90,0,0,0,0,0,0,0,0,0,24,105,39,120,219,275,1500000US060670085011,"Block Group 1, Census Tract 85.01, Sacramento County, California"
574,0,17,0,16,32,0,0,13,29,68,49,36,85,118,111,0,1500000US060670085012,"Block Group 2, Census Tract 85.01, Sacramento County, California"
378,0,12,0,0,32,0,14,0,0,9,25,34,11,45,99,97,1500000US060670085013,"Block Group 3, Census Tract 85.01, Sacramento County, California"
582,0,0,12,0,9,0,0,8,13,11,46,62,132,41,81,167,1500000US060670085014,"Block Group 4, Census Tract 85.01, Sacramento County, California"
524,28,18,0,0,8,27,0,17,39,11,18,73,51,43,85,106,1500000US060670085041,"Block Group 1, Census Tract 85.04, Sacramento County, California"
1038,0,8,7,19,58,9,7,84,5,9,69,125,133,146,129,230,1500000US060670085042,"Block Group 2, Census Tract 85.04, Sacramento County, California"
313,29,0,0,0,0,10,19,0,8,6,9,41,46,66,41,38,1500000US060670085043,"Block Group 3, Census Tract 85.04, Sacramento County, California"
293,4,0,0,7,0,0,0,0,5,15,0,10,19,44,59,130,1500000US060670085051,"Block Group 1, Census Tract 85.05, Sacramento County, California"
424,28,0,0,0,0,0,19,4,6,9,28,50,56,72,57,95,1500000US060670085052,"Block Group 2, Census Tract 85.05, Sacramento County, California"
451,10,13,56,62,62,28,25,0,56,7,30,88,7,0,0,7,1500000US060670085061,"Block Group 1, Census Tract 85.06, Sacramento County, California"
433,0,0,8,10,0,15,9,25,50,18,10,83,84,45,19,57,1500000US060670085062,"Block Group 2, Census Tract 85.06, Sacramento County, California"
623,47,16,10,58,24,16,0,57,32,6,16,109,63,83,81,5,1500000US060670085063,"Block Group 3, Census Tract 85.06, Sacramento County, California"
740,0,0,8,18,0,35,35,26,0,117,76,86,54,132,144,9,1500000US060670085071,"Block Group 1, Census Tract 85.07, Sacramento County, California"
812,17,10,4,0,21,0,19,0,9,35,52,159,62,119,123,182,1500000US060670085072,"Block Group 2, Census Tract 85.07, Sacramento County, California"
999,14,0,42,0,53,0,0,0,13,28,75,108,157,71,169,269,1500000US060670085081,"Block Group 1, Census Tract 85.08, Sacramento County, California"
636,26,0,0,16,0,0,0,14,0,57,15,98,73,58,118,161,1500000US060670085082,"Block Group 2, Census Tract 85.08, Sacramento County, California"
1197,92,27,0,17,16,18,22,48,0,107,86,111,71,106,223,253,1500000US060670085083,"Block Group 3, Census Tract 85.08, Sacramento County, California"
162,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,141,1500000US060670085084,"Block Group 4, Census Tract 85.08, Sacramento County, California"
574,0,0,0,0,0,0,19,11,0,18,16,17,44,27,183,239,1500000US060670085091,"Block Group 1, Census Tract 85.09, Sacramento County, California"
217,0,13,0,0,0,0,0,0,0,0,28,0,33,14,55,74,1500000US060670085092,"Block Group 2, Census Tract 85.09, Sacramento County, California"
676,0,0,11,0,11,11,0,12,0,10,26,39,113,55,199,189,1500000US060670085093,"Block Group 3, Census Tract 85.09, Sacramento County, California"
623,9,0,0,0,9,0,15,0,0,14,9,46,101,71,200,149,1500000US060670085101,"Block Group 1, Census Tract 85.10, Sacramento County, California"
268,0,5,0,9,0,0,0,0,0,7,0,15,0,57,32,143,1500000US060670085102,"Block Group 2, Census Tract 85.10, Sacramento County, California"
674,0,12,9,8,0,21,16,13,11,0,38,10,68,37,180,251,1500000US060670085103,"Block Group 3, Census Tract 85.10, Sacramento County, California"
1032,0,0,0,9,0,16,0,7,16,17,30,72,105,72,250,438,1500000US060670085121,"Block Group 1, Census Tract 85.12, Sacramento County, California"
503,0,8,0,5,19,9,0,18,8,0,15,84,86,31,89,131,1500000US060670085122,"Block Group 2, Census Tract 85.12, Sacramento County, California"
951,18,8,0,19,8,17,0,32,8,153,104,90,97,77,187,133,1500000US060670085131,"Block Group 1, Census Tract 85.13, Sacramento County, California"
386,13,11,0,0,0,0,10,0,8,0,0,30,14,32,44,224,1500000US060670085132,"Block Group 2, Census Tract 85.13, Sacramento County, California"
889,14,14,0,15,14,20,0,0,0,32,141,110,118,84,201,126,1500000US060670086011,"Block Group 1, Census Tract 86.01, Sacramento County, California"
454,0,20,29,0,0,13,0,28,0,0,40,34,41,91,40,118,1500000US060670086012,"Block Group 2, Census Tract 86.01, Sacramento County, California"
829,14,0,0,0,0,36,6,50,14,14,81,96,69,171,199,79,1500000US060670086013,"Block Group 3, Census Tract 86.01, Sacramento County, California"
365,35,0,0,0,34,0,12,0,0,58,37,107,31,9,9,33,1500000US060670086021,"Block Group 1, Census Tract 86.02, Sacramento County, California"
273,13,0,23,0,0,9,21,0,22,11,39,66,0,9,29,31,1500000US060670086022,"Block Group 2, Census Tract 86.02, Sacramento County, California"
827,13,9,6,0,25,24,8,9,0,18,81,50,62,29,77,416,1500000US060670087021,"Block Group 1, Census Tract 87.02, Sacramento County, California"
582,9,0,18,0,0,0,23,8,0,15,75,54,31,113,79,157,1500000US060670087022,"Block Group 2, Census Tract 87.02, Sacramento County, California"
853,14,76,0,0,8,13,13,0,0,17,23,73,114,73,238,191,1500000US060670087031,"Block Group 1, Census Tract 87.03, Sacramento County, California"
194,42,0,0,0,0,0,0,0,0,12,53,38,0,28,0,21,1500000US060670087032,"Block Group 2, Census Tract 87.03, Sacramento County, California"
694,0,24,17,0,0,25,63,21,13,103,104,70,44,63,58,89,1500000US060670087033,"Block Group 3, Census Tract 87.03, Sacramento County, California"
372,0,0,0,11,0,0,0,0,42,15,56,83,46,0,54,65,1500000US060670087034,"Block Group 4, Census Tract 87.03, Sacramento County, California"
390,10,5,0,0,16,17,7,1,5,0,16,79,30,35,101,68,1500000US060670087041,"Block Group 1, Census Tract 87.04, Sacramento County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060670087042,"Block Group 2, Census Tract 87.04, Sacramento County, California"
479,30,0,14,8,0,0,0,0,8,0,25,39,103,78,88,86,1500000US060670087043,"Block Group 3, Census Tract 87.04, Sacramento County, California"
218,0,0,0,0,0,0,0,0,0,0,0,0,51,0,27,140,1500000US060670087061,"Block Group 1, Census Tract 87.06, Sacramento County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060670087062,"Block Group 2, Census Tract 87.06, Sacramento County, California"
310,0,0,45,9,0,0,0,0,14,10,26,28,15,0,52,111,1500000US060670087071,"Block Group 1, Census Tract 87.07, Sacramento County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060670087072,"Block Group 2, Census Tract 87.07, Sacramento County, California"
73,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,20,1500000US060670087073,"Block Group 3, Census Tract 87.07, Sacramento County, California"
344,12,0,0,0,0,0,0,0,0,21,57,16,37,54,75,72,1500000US060670087074,"Block Group 4, Census Tract 87.07, Sacramento County, California"
656,16,0,0,0,28,0,5,14,0,183,34,13,11,59,142,151,1500000US060670087075,"Block Group 5, Census Tract 87.07, Sacramento County, California"
318,0,0,0,9,0,0,0,9,0,20,20,31,14,0,131,84,1500000US060670087076,"Block Group 6, Census Tract 87.07, Sacramento County, California"
430,0,0,0,0,0,0,0,0,12,52,27,69,106,52,39,73,1500000US060670087081,"Block Group 1, Census Tract 87.08, Sacramento County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060670087082,"Block Group 2, Census Tract 87.08, Sacramento County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060670087083,"Block Group 3, Census Tract 87.08, Sacramento County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060670087084,"Block Group 4, Census Tract 87.08, Sacramento County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060670087085,"Block Group 5, Census Tract 87.08, Sacramento County, California"
420,16,0,0,19,0,0,0,0,17,10,14,52,58,77,120,37,1500000US060670087086,"Block Group 6, Census Tract 87.08, Sacramento County, California"
269,0,0,0,10,0,0,0,15,28,0,0,36,54,26,32,68,1500000US060670088021,"Block Group 1, Census Tract 88.02, Sacramento County, California"
159,0,7,0,0,0,0,0,0,0,0,19,51,37,7,20,18,1500000US060670088022,"Block Group 2, Census Tract 88.02, Sacramento County, California"
404,8,0,0,0,0,0,6,0,17,11,80,66,58,40,52,66,1500000US060670088023,"Block Group 3, Census Tract 88.02, Sacramento County, California"
271,132,17,0,0,0,4,0,16,0,55,0,47,0,0,0,0,1500000US060670088031,"Block Group 1, Census Tract 88.03, Sacramento County, California"
292,10,0,0,0,0,4,0,0,0,61,27,14,110,50,10,6,1500000US060670088032,"Block Group 2, Census Tract 88.03, Sacramento County, California"
416,25,21,0,0,9,0,16,23,0,33,16,144,62,45,22,0,1500000US060670089051,"Block Group 1, Census Tract 89.05, Sacramento County, California"
566,0,17,0,12,9,0,73,25,10,53,28,160,61,69,33,16,1500000US060670089052,"Block Group 2, Census Tract 89.05, Sacramento County, California"
592,21,0,0,36,33,0,65,58,22,32,140,112,57,9,7,0,1500000US060670089053,"Block Group 3, Census Tract 89.05, Sacramento County, California"
477,69,32,24,12,34,32,32,23,7,40,35,53,66,8,10,0,1500000US060670089071,"Block Group 1, Census Tract 89.07, Sacramento County, California"
502,0,19,20,0,50,17,26,65,12,54,58,88,43,28,11,11,1500000US060670089072,"Block Group 2, Census Tract 89.07, Sacramento County, California"
563,7,7,23,48,48,39,19,9,29,87,75,25,40,60,22,25,1500000US060670089073,"Block Group 3, Census Tract 89.07, Sacramento County, California"
374,0,0,7,24,8,14,11,7,0,40,66,135,11,0,7,44,1500000US060670089074,"Block Group 4, Census Tract 89.07, Sacramento County, California"
869,11,86,21,16,0,85,29,30,29,81,72,207,103,44,44,11,1500000US060670089081,"Block Group 1, Census Tract 89.08, Sacramento County, California"
626,11,28,9,26,37,55,14,18,10,27,64,159,77,64,27,0,1500000US060670089082,"Block Group 2, Census Tract 89.08, Sacramento County, California"
419,19,21,62,47,21,20,30,52,11,45,50,11,30,0,0,0,1500000US060670089083,"Block Group 3, Census Tract 89.08, Sacramento County, California"
619,10,13,20,53,10,24,40,28,11,3,85,56,98,46,49,73,1500000US060670089091,"Block Group 1, Census Tract 89.09, Sacramento County, California"
221,0,23,16,12,22,20,0,6,0,19,23,0,0,20,49,11,1500000US060670089092,"Block Group 2, Census Tract 89.09, Sacramento County, California"
428,5,24,8,7,5,0,7,14,34,37,41,129,61,18,38,0,1500000US060670089101,"Block Group 1, Census Tract 89.10, Sacramento County, California"
759,38,15,7,48,13,13,48,33,42,97,141,58,162,0,37,7,1500000US060670089102,"Block Group 2, Census Tract 89.10, Sacramento County, California"
276,6,32,0,4,12,24,0,0,6,15,15,55,46,11,31,19,1500000US060670089111,"Block Group 1, Census Tract 89.11, Sacramento County, California"
564,46,17,31,35,39,43,42,65,42,0,159,13,28,0,0,4,1500000US060670089112,"Block Group 2, Census Tract 89.11, Sacramento County, California"
301,0,6,3,18,19,0,0,0,11,8,23,81,41,35,24,32,1500000US060670089121,"Block Group 1, Census Tract 89.12, Sacramento County, California"
513,7,11,23,20,15,24,23,18,7,0,50,112,82,76,29,16,1500000US060670089122,"Block Group 2, Census Tract 89.12, Sacramento County, California"
415,20,0,9,0,0,8,10,20,7,44,12,131,32,9,45,68,1500000US060670089123,"Block Group 3, Census Tract 89.12, Sacramento County, California"
556,0,22,38,20,31,33,96,44,14,80,31,26,50,39,24,8,1500000US060670089131,"Block Group 1, Census Tract 89.13, Sacramento County, California"
336,0,0,5,20,0,5,0,0,32,50,36,89,26,30,29,14,1500000US060670089132,"Block Group 2, Census Tract 89.13, Sacramento County, California"
621,47,30,25,7,13,26,0,30,25,103,147,90,41,25,12,0,1500000US060670089133,"Block Group 3, Census Tract 89.13, Sacramento County, California"
690,5,8,5,0,42,43,23,9,18,62,42,162,56,122,70,23,1500000US060670090041,"Block Group 1, Census Tract 90.04, Sacramento County, California"
541,12,10,52,69,134,0,0,25,10,39,39,9,46,54,25,17,1500000US060670090042,"Block Group 2, Census Tract 90.04, Sacramento County, California"
997,40,29,59,29,45,41,14,72,120,106,97,86,136,59,48,16,1500000US060670090051,"Block Group 1, Census Tract 90.05, Sacramento County, California"
167,27,10,7,6,12,22,8,11,0,0,0,47,0,11,6,0,1500000US060670090052,"Block Group 2, Census Tract 90.05, Sacramento County, California"
865,53,58,37,83,28,64,28,47,38,115,132,103,74,5,0,0,1500000US060670090061,"Block Group 1, Census Tract 90.06, Sacramento County, California"
754,30,46,28,7,42,62,87,12,33,76,125,58,54,18,50,26,1500000US060670090062,"Block Group 2, Census Tract 90.06, Sacramento County, California"
190,11,0,0,0,32,31,4,2,15,26,39,30,0,0,0,0,1500000US060670090063,"Block Group 3, Census Tract 90.06, Sacramento County, California"
453,44,8,26,44,45,0,31,55,15,63,56,18,33,0,15,0,1500000US060670090071,"Block Group 1, Census Tract 90.07, Sacramento County, California"
464,0,13,56,33,65,25,64,11,7,21,16,95,21,21,16,0,1500000US060670090072,"Block Group 2, Census Tract 90.07, Sacramento County, California"
529,21,5,33,44,21,17,0,0,25,21,138,39,51,12,102,0,1500000US060670090081,"Block Group 1, Census Tract 90.08, Sacramento County, California"
585,0,5,28,11,32,24,32,0,51,68,53,81,96,54,5,45,1500000US060670090082,"Block Group 2, Census Tract 90.08, Sacramento County, California"
686,11,81,82,59,20,37,61,21,52,34,115,36,60,17,0,0,1500000US060670090083,"Block Group 3, Census Tract 90.08, Sacramento County, California"
718,0,0,26,75,21,0,27,44,93,28,79,112,22,133,58,0,1500000US060670090101,"Block Group 1, Census Tract 90.10, Sacramento County, California"
678,34,23,11,15,18,0,10,106,28,123,34,32,200,44,0,0,1500000US060670090102,"Block Group 2, Census Tract 90.10, Sacramento County, California"
435,23,0,34,0,10,0,11,46,10,83,33,101,37,0,47,0,1500000US060670090103,"Block Group 3, Census Tract 90.10, Sacramento County, California"
532,13,0,0,16,26,0,13,24,27,19,11,143,101,86,44,9,1500000US060670090104,"Block Group 4, Census Tract 90.10, Sacramento County, California"
500,13,0,0,11,33,8,0,0,44,11,22,130,71,58,50,49,1500000US060670090111,"Block Group 1, Census Tract 90.11, Sacramento County, California"
256,0,0,0,0,0,0,0,60,11,0,44,10,21,18,60,32,1500000US060670090112,"Block Group 2, Census Tract 90.11, Sacramento County, California"
874,35,11,0,7,11,27,31,9,48,50,52,107,83,84,167,152,1500000US060670090113,"Block Group 3, Census Tract 90.11, Sacramento County, California"
711,8,0,21,28,7,4,19,34,22,71,134,124,30,0,153,56,1500000US060670091031,"Block Group 1, Census Tract 91.03, Sacramento County, California"
492,0,0,0,9,0,0,17,30,8,78,83,96,87,8,69,7,1500000US060670091032,"Block Group 2, Census Tract 91.03, Sacramento County, California"
390,0,14,14,59,19,15,41,6,35,19,11,59,10,0,79,9,1500000US060670091051,"Block Group 1, Census Tract 91.05, Sacramento County, California"
428,25,23,0,17,10,40,20,10,26,60,34,98,0,36,7,22,1500000US060670091052,"Block Group 2, Census Tract 91.05, Sacramento County, California"
181,0,0,0,7,8,7,21,0,21,6,37,35,6,0,22,11,1500000US060670091053,"Block Group 3, Census Tract 91.05, Sacramento County, California"
943,86,8,11,14,24,43,49,21,33,142,89,166,47,88,27,95,1500000US060670091061,"Block Group 1, Census Tract 91.06, Sacramento County, California"
562,24,0,0,29,16,7,46,21,0,89,27,122,55,43,37,46,1500000US060670091062,"Block Group 2, Census Tract 91.06, Sacramento County, California"
393,0,0,0,11,0,0,0,33,29,0,94,40,58,87,20,21,1500000US060670091063,"Block Group 3, Census Tract 91.06, Sacramento County, California"
473,9,11,0,29,0,9,0,0,108,21,75,41,54,22,55,39,1500000US060670091071,"Block Group 1, Census Tract 91.07, Sacramento County, California"
938,21,3,0,37,29,33,80,49,47,52,148,130,128,61,93,27,1500000US060670091072,"Block Group 2, Census Tract 91.07, Sacramento County, California"
483,21,0,0,0,0,12,0,22,58,46,21,87,94,61,61,0,1500000US060670091081,"Block Group 1, Census Tract 91.08, Sacramento County, California"
497,0,7,13,0,37,20,0,0,19,76,0,61,179,23,38,24,1500000US060670091082,"Block Group 2, Census Tract 91.08, Sacramento County, California"
479,24,6,34,0,14,27,27,4,28,53,66,92,34,40,7,23,1500000US060670091083,"Block Group 3, Census Tract 91.08, Sacramento County, California"
301,0,0,18,44,8,24,0,0,4,22,18,39,69,6,17,32,1500000US060670091091,"Block Group 1, Census Tract 91.09, Sacramento County, California"
642,22,0,0,11,0,0,21,0,35,11,97,130,76,50,66,123,1500000US060670091092,"Block Group 2, Census Tract 91.09, Sacramento County, California"
318,4,0,0,0,9,0,26,0,10,61,25,65,52,36,21,9,1500000US060670091093,"Block Group 3, Census Tract 91.09, Sacramento County, California"
438,12,0,0,0,8,0,14,0,36,5,72,129,0,13,7,142,1500000US060670091094,"Block Group 4, Census Tract 91.09, Sacramento County, California"
319,67,12,12,48,41,0,0,48,19,54,11,0,0,7,0,0,1500000US060670091101,"Block Group 1, Census Tract 91.10, Sacramento County, California"
417,41,25,31,34,35,12,16,21,8,54,73,29,9,18,6,5,1500000US060670091102,"Block Group 2, Census Tract 91.10, Sacramento County, California"
758,44,0,28,9,63,63,25,0,0,101,193,64,106,12,50,0,1500000US060670091111,"Block Group 1, Census Tract 91.11, Sacramento County, California"
867,0,242,0,0,62,0,35,8,48,66,14,190,76,64,54,8,1500000US060670091112,"Block Group 2, Census Tract 91.11, Sacramento County, California"
561,40,0,0,14,25,16,0,15,0,22,97,138,24,125,24,21,1500000US060670091113,"Block Group 3, Census Tract 91.11, Sacramento County, California"
822,55,103,0,29,25,64,81,10,0,103,155,81,63,0,43,10,1500000US060670091121,"Block Group 1, Census Tract 91.12, Sacramento County, California"
530,39,5,8,6,19,0,29,0,6,8,55,119,58,99,51,28,1500000US060670091122,"Block Group 2, Census Tract 91.12, Sacramento County, California"
1281,69,16,0,51,21,18,87,97,22,95,35,115,192,133,211,119,1500000US060670092011,"Block Group 1, Census Tract 92.01, Sacramento County, California"
277,6,16,0,14,0,0,29,26,6,28,50,21,0,0,0,81,1500000US060670092012,"Block Group 2, Census Tract 92.01, Sacramento County, California"
280,19,45,7,0,0,22,60,0,31,8,18,53,9,8,0,0,1500000US060670092013,"Block Group 3, Census Tract 92.01, Sacramento County, California"
652,31,9,80,66,19,0,18,0,31,21,104,102,104,47,13,7,1500000US060670093071,"Block Group 1, Census Tract 93.07, Sacramento County, California"
658,31,0,0,0,79,0,37,0,6,49,73,88,56,9,135,95,1500000US060670093072,"Block Group 2, Census Tract 93.07, Sacramento County, California"
505,0,0,0,0,7,0,0,16,0,56,15,60,111,73,59,108,1500000US060670093073,"Block Group 3, Census Tract 93.07, Sacramento County, California"
593,0,22,66,29,35,0,26,22,0,125,49,128,57,0,34,0,1500000US060670093081,"Block Group 1, Census Tract 93.08, Sacramento County, California"
1052,26,0,44,0,0,37,12,20,16,107,45,154,232,202,125,32,1500000US060670093082,"Block Group 2, Census Tract 93.08, Sacramento County, California"
797,14,22,21,19,14,0,26,40,18,23,225,71,127,24,119,34,1500000US060670093083,"Block Group 3, Census Tract 93.08, Sacramento County, California"
667,87,7,31,83,0,11,23,0,34,69,25,44,92,55,70,36,1500000US060670093091,"Block Group 1, Census Tract 93.09, Sacramento County, California"
181,0,0,8,11,5,0,0,0,0,16,5,31,79,0,21,5,1500000US060670093092,"Block Group 2, Census Tract 93.09, Sacramento County, California"
635,0,85,12,32,0,40,29,59,51,132,25,0,108,23,19,20,1500000US060670093101,"Block Group 1, Census Tract 93.10, Sacramento County, California"
329,0,0,0,0,13,0,0,0,0,11,42,89,71,28,64,11,1500000US060670093102,"Block Group 2, Census Tract 93.10, Sacramento County, California"
460,0,0,20,7,0,0,57,0,20,9,77,80,89,25,61,15,1500000US060670093103,"Block Group 3, Census Tract 93.10, Sacramento County, California"
460,0,54,0,8,21,20,0,0,0,78,45,35,101,50,48,0,1500000US060670093104,"Block Group 4, Census Tract 93.10, Sacramento County, California"
340,20,0,36,33,0,50,0,0,0,30,59,35,62,0,15,0,1500000US060670093105,"Block Group 5, Census Tract 93.10, Sacramento County, California"
436,0,0,26,12,0,0,0,39,9,89,57,128,15,24,16,21,1500000US060670093111,"Block Group 1, Census Tract 93.11, Sacramento County, California"
926,20,0,0,10,9,22,41,18,21,88,101,218,153,133,35,57,1500000US060670093112,"Block Group 2, Census Tract 93.11, Sacramento County, California"
638,9,29,34,54,0,24,6,0,28,45,57,49,88,77,98,40,1500000US060670093113,"Block Group 3, Census Tract 93.11, Sacramento County, California"
271,0,48,11,0,0,79,0,0,0,36,0,26,45,15,11,0,1500000US060670093121,"Block Group 1, Census Tract 93.12, Sacramento County, California"
426,18,16,30,0,0,30,14,29,0,0,16,39,142,37,42,13,1500000US060670093122,"Block Group 2, Census Tract 93.12, Sacramento County, California"
825,28,18,33,20,87,18,15,9,0,62,95,235,149,0,11,45,1500000US060670093123,"Block Group 3, Census Tract 93.12, Sacramento County, California"
494,0,0,26,0,0,28,0,12,38,36,125,27,74,76,52,0,1500000US060670093124,"Block Group 4, Census Tract 93.12, Sacramento County, California"
684,40,45,42,35,66,0,46,23,9,38,92,76,49,10,55,58,1500000US060670093141,"Block Group 1, Census Tract 93.14, Sacramento County, California"
651,28,8,23,0,0,44,27,9,27,99,13,110,146,10,0,107,1500000US060670093142,"Block Group 2, Census Tract 93.14, Sacramento County, California"
452,25,48,0,0,0,0,9,9,0,10,0,25,61,65,164,36,1500000US060670093143,"Block Group 3, Census Tract 93.14, Sacramento County, California"
674,26,10,17,12,75,68,49,28,33,82,86,58,64,43,15,8,1500000US060670093161,"Block Group 1, Census Tract 93.16, Sacramento County, California"
522,0,25,28,45,7,6,7,0,12,24,8,38,90,55,78,99,1500000US060670093162,"Block Group 2, Census Tract 93.16, Sacramento County, California"
1033,33,21,10,76,0,7,34,62,20,35,206,169,116,83,100,61,1500000US060670093171,"Block Group 1, Census Tract 93.17, Sacramento County, California"
334,9,0,0,8,8,1,0,0,17,40,0,104,33,30,31,53,1500000US060670093172,"Block Group 2, Census Tract 93.17, Sacramento County, California"
564,70,22,18,19,20,0,0,0,0,58,61,84,90,84,29,9,1500000US060670093173,"Block Group 3, Census Tract 93.17, Sacramento County, California"
626,12,28,37,37,27,7,29,55,41,24,81,84,88,44,19,13,1500000US060670093181,"Block Group 1, Census Tract 93.18, Sacramento County, California"
636,10,23,14,17,29,11,73,7,17,72,61,39,136,59,68,0,1500000US060670093191,"Block Group 1, Census Tract 93.19, Sacramento County, California"
313,0,9,12,0,0,10,39,27,7,41,52,15,45,6,50,0,1500000US060670093192,"Block Group 2, Census Tract 93.19, Sacramento County, California"
290,11,11,5,24,0,56,0,45,5,12,42,67,0,0,12,0,1500000US060670093193,"Block Group 3, Census Tract 93.19, Sacramento County, California"
499,47,47,29,27,53,7,33,15,0,101,19,0,93,23,5,0,1500000US060670093201,"Block Group 1, Census Tract 93.20, Sacramento County, California"
494,43,7,19,11,30,10,36,29,6,65,37,161,0,34,6,0,1500000US060670093202,"Block Group 2, Census Tract 93.20, Sacramento County, California"
424,20,17,18,16,5,19,9,0,36,30,38,55,49,69,28,15,1500000US060670093203,"Block Group 3, Census Tract 93.20, Sacramento County, California"
304,0,0,0,23,36,7,0,8,8,41,22,68,19,47,25,0,1500000US060670093211,"Block Group 1, Census Tract 93.21, Sacramento County, California"
655,43,19,18,0,26,31,50,18,52,31,34,127,51,109,22,24,1500000US060670093212,"Block Group 2, Census Tract 93.21, Sacramento County, California"
670,56,19,14,17,59,29,0,20,0,26,53,65,119,46,63,84,1500000US060670093213,"Block Group 3, Census Tract 93.21, Sacramento County, California"
862,0,17,0,42,0,34,17,0,17,28,37,106,90,136,76,262,1500000US060670093231,"Block Group 1, Census Tract 93.23, Sacramento County, California"
865,69,23,10,15,19,14,45,36,31,41,21,143,115,75,191,17,1500000US060670093232,"Block Group 2, Census Tract 93.23, Sacramento County, California"
443,4,0,0,26,0,0,6,19,7,0,16,27,80,119,63,76,1500000US060670093261,"Block Group 1, Census Tract 93.26, Sacramento County, California"
348,0,0,7,0,0,0,7,0,8,0,0,49,34,89,59,95,1500000US060670093262,"Block Group 2, Census Tract 93.26, Sacramento County, California"
446,9,0,0,7,0,10,0,16,8,6,27,28,79,13,87,156,1500000US060670093263,"Block Group 3, Census Tract 93.26, Sacramento County, California"
299,34,0,7,0,0,0,0,24,0,0,26,0,29,23,152,4,1500000US060670093281,"Block Group 1, Census Tract 93.28, Sacramento County, California"
755,4,22,0,21,31,0,11,0,17,37,43,66,146,88,89,180,1500000US060670093282,"Block Group 2, Census Tract 93.28, Sacramento County, California"
392,0,0,8,0,0,0,0,0,26,6,49,34,16,17,84,152,1500000US060670093283,"Block Group 3, Census Tract 93.28, Sacramento County, California"
249,43,8,5,0,0,0,4,6,0,6,12,38,46,49,28,4,1500000US060670093291,"Block Group 1, Census Tract 93.29, Sacramento County, California"
462,78,15,28,23,22,19,14,38,16,44,39,28,23,23,52,0,1500000US060670093292,"Block Group 2, Census Tract 93.29, Sacramento County, California"
662,0,8,0,8,10,0,20,19,0,8,22,61,120,54,101,231,1500000US060670093301,"Block Group 1, Census Tract 93.30, Sacramento County, California"
650,0,0,8,29,0,0,0,0,0,71,64,70,144,100,95,69,1500000US060670093302,"Block Group 2, Census Tract 93.30, Sacramento County, California"
230,21,0,7,10,23,0,0,0,0,9,22,51,17,10,44,16,1500000US060670093311,"Block Group 1, Census Tract 93.31, Sacramento County, California"
778,8,0,0,46,0,0,0,0,0,55,7,78,95,101,312,76,1500000US060670093312,"Block Group 2, Census Tract 93.31, Sacramento County, California"
592,12,12,0,17,13,11,0,0,18,39,130,62,71,22,52,133,1500000US060670093313,"Block Group 3, Census Tract 93.31, Sacramento County, California"
508,0,0,0,11,0,0,12,38,10,82,34,11,78,32,60,140,1500000US060670093314,"Block Group 4, Census Tract 93.31, Sacramento County, California"
389,0,5,7,0,18,49,7,6,18,20,13,35,47,32,78,54,1500000US060670093321,"Block Group 1, Census Tract 93.32, Sacramento County, California"
